applicant_id,latest_score,earliest_score,score_delta,score_volatility,pull_count,pull_freq_30d,pull_freq_90d,days_since_first_pull,days_since_last_pull,lender_diversity,multi_lender_flag,thin_file_flag,avg_delinquencies,avg_enquiries,avg_utilization,first_pull_date,last_pull_date,risk_cohort,activation_score,blind_spot_flag
00a63808-2dcb-434f-af16-9bc27d0edf0d,818,677,141,53.58,6,0,3,109,73,6,1,0,0.0,6.33,0.3176,2024-09-14,2024-10-20,A_PrimeStable,0.3961,0
00b3a9f6-4c32-4234-9d99-aeff5dc9e3f7,632,632,0,0.0,1,0,0,385,385,1,0,0,1.0,11.0,0.7437,2023-12-13,2023-12-13,C_NearPrime,0.0003,0
00b75094-b45b-47e8-b103-8cb6505feab9,638,634,4,2.0,2,0,0,208,200,2,0,1,0.0,7.0,0.8031,2024-06-07,2024-06-15,E_ThinFile,0.038,0
00baddbd-e180-4c21-aab8-870c730a617b,709,684,25,9.24,5,0,0,612,597,5,1,0,0.0,8.0,0.4065,2023-04-30,2023-05-15,B_PrimeActive,0.1569,0
00bbcf85-8470-4c67-9bf0-afd50e28c946,530,652,-122,45.54,6,0,0,418,364,6,1,0,0.0,8.67,0.6496,2023-11-10,2024-01-03,D_Subprime,0.167,0
00bccd99-7637-4187-a6d1-20495b27e7ad,726,752,-26,10.62,3,0,0,569,553,3,1,0,0.0,8.67,0.1125,2023-06-12,2023-06-28,B_PrimeActive,0.0668,0
00c059d2-eb86-4217-a69e-1107fb78b667,713,710,3,7.82,6,0,0,448,417,6,1,1,0.0,8.0,0.4615,2023-10-11,2023-11-11,E_ThinFile,0.1697,0
00c364b7-f1fa-415a-9683-e9ee99f83b60,763,698,65,27.88,5,0,0,342,265,5,1,1,0.0,6.6,0.5937,2024-01-25,2024-04-11,E_ThinFile,0.1951,1
00c3af60-5892-4376-9aae-061681076958,591,691,-100,33.31,6,0,0,596,555,6,1,0,0.0,5.17,0.5428,2023-05-16,2023-06-26,D_Subprime,0.1668,0
00ccb31b-9227-43dd-a9d9-510dca7eb3c0,685,709,-24,9.81,3,0,0,496,463,3,1,1,0.0,8.0,0.3477,2023-08-24,2023-09-26,E_ThinFile,0.0669,0
00d1f76f-5c9a-4672-950b-bc62191476c1,556,631,-75,31.12,5,0,0,263,231,5,1,1,1.0,5.8,0.6746,2024-04-13,2024-05-15,E_ThinFile,0.1341,0
00d39bbc-81ea-45ff-8b80-b60524fd3142,748,748,0,0.0,1,0,0,146,146,1,0,0,0.0,13.0,0.4615,2024-08-08,2024-08-08,A_PrimeStable,0.0014,0
00d89b03-c07d-4a50-a25b-3214a2702e1c,723,723,0,0.0,1,0,0,357,357,1,0,0,0.0,1.0,0.3199,2024-01-10,2024-01-10,A_PrimeStable,0.0004,0
00daf1cf-1182-4f78-830c-75fe8e9f9751,556,556,0,0.0,1,0,0,507,507,1,0,1,0.0,5.0,0.7666,2023-08-13,2023-08-13,E_ThinFile,0.0002,0
00dfc801-3376-48fa-aca1-39507f0165b6,341,564,-223,94.44,7,0,0,629,617,7,1,1,0.0,9.0,0.8154,2023-04-13,2023-04-25,E_ThinFile,0.2001,0
00dfe6cc-cc30-4a15-9a85-cc6281a6ed47,617,632,-15,7.5,2,0,0,569,549,2,0,0,1.0,9.5,0.7015,2023-06-12,2023-07-02,C_NearPrime,0.0334,0
00e15f52-932a-434f-b070-d053bb829007,721,721,0,0.0,1,0,0,456,456,1,0,0,0.0,15.0,0.3542,2023-10-03,2023-10-03,A_PrimeStable,0.0002,0
00e253d3-3334-417d-bbaf-dafc7f9e69e6,628,639,-11,4.13,5,0,0,543,510,5,1,0,0.0,10.6,0.5857,2023-07-08,2023-08-10,C_NearPrime,0.1335,0
00efd57f-ced2-409c-a462-0995729e7ce9,642,579,63,23.09,4,0,0,651,604,4,1,0,0.0,10.25,0.4623,2023-03-22,2023-05-08,C_NearPrime,0.1593,1
00f7343e-71cd-4d3d-9b3a-84b648ebcdab,756,488,268,87.96,7,0,0,148,111,7,1,0,0.0,5.29,0.7462,2024-08-06,2024-09-12,A_PrimeStable,0.4539,0
00fd64d2-e9b5-4ca1-9384-54a67e6a0918,575,567,8,4.32,3,0,0,166,130,3,1,0,2.0,10.0,0.7978,2024-07-19,2024-08-24,D_Subprime,0.0758,0
01005738-03a0-4875-bec5-5f60de80ddd9,599,599,0,3.57,4,0,0,162,144,4,1,0,0.0,9.5,0.7689,2024-07-23,2024-08-10,D_Subprime,0.1014,0
0101da90-c4a8-43af-8b49-b7569d3adc9d,628,618,10,5.0,2,0,0,261,254,2,0,1,0.0,10.5,0.5832,2024-04-15,2024-04-22,E_ThinFile,0.0434,1
0102d17f-19a4-46e6-ab5f-ba1e2cb47232,647,653,-6,5.13,6,0,6,61,34,6,1,1,0.0,4.0,0.5068,2024-11-01,2024-11-28,E_ThinFile,0.361,0
01058a5f-afc6-4c02-a806-ad645210f7cb,524,475,49,16.95,5,0,0,237,184,5,1,1,0.0,10.0,0.5642,2024-05-09,2024-07-01,E_ThinFile,0.1804,1
01074cee-b5ae-426b-8513-0b3c14c78190,704,700,4,2.0,2,0,0,189,181,2,0,1,0.0,5.5,0.3621,2024-06-26,2024-07-04,E_ThinFile,0.0381,0
0109268f-2f54-4c9f-bafe-23f9a5a378ac,599,580,19,6.75,4,0,0,371,357,4,1,0,0.0,8.0,0.6883,2023-12-27,2024-01-10,D_Subprime,0.1182,0
0109ba23-cfd1-4511-b5cb-ecdb582b1c02,697,696,1,0.5,2,0,0,450,398,2,0,0,0.0,7.5,0.6202,2023-10-09,2023-11-30,C_NearPrime,0.0346,0
010ca9e2-ad6b-4074-a0f2-bbacdb4c49cd,695,719,-24,9.24,6,0,0,195,163,6,1,0,0.0,8.67,0.6021,2024-06-20,2024-07-22,C_NearPrime,0.1679,0
01127148-725e-46f3-ae0d-d097cac836e3,667,675,-8,2.83,4,0,0,290,202,4,1,0,0.0,6.5,0.5486,2024-03-17,2024-06-13,C_NearPrime,0.1009,0
0114cec1-8354-43b6-a5bd-fb9e53d88d4b,742,721,21,10.5,2,0,0,358,327,2,0,0,0.0,9.5,0.3983,2024-01-09,2024-02-09,A_PrimeStable,0.0535,0
0115b699-b269-45c3-bc1f-0d69e73d1060,627,627,0,0.0,1,0,0,463,463,1,0,1,0.0,7.0,0.8246,2023-09-26,2023-09-26,E_ThinFile,0.0002,0
0116ea25-d2dc-4929-b972-7126057c1985,734,743,-9,4.5,2,0,0,615,598,2,0,0,0.0,5.0,0.3424,2023-04-27,2023-05-14,A_PrimeStable,0.0334,0
011839f3-0a49-4452-81ff-5d3096b4d467,640,633,7,4.32,4,0,0,623,616,4,1,0,0.0,5.5,0.7054,2023-04-19,2023-04-26,C_NearPrime,0.1066,0
0118b97b-8f02-4ede-bb14-9c7ff4d16a1a,593,593,0,0.0,1,0,0,239,239,1,0,0,1.0,4.0,0.5813,2024-05-07,2024-05-07,D_Subprime,0.0007,0
011cb511-cdb8-4b86-ace4-bf504f61cec8,773,773,0,0.0,1,0,0,612,612,1,0,0,0.0,14.0,0.2261,2023-04-30,2023-04-30,A_PrimeStable,0.0001,0
01264dbf-4d03-4272-a146-0ff8f4b0df89,687,695,-8,3.29,5,0,0,269,240,5,1,1,0.0,9.6,0.3524,2024-04-07,2024-05-06,E_ThinFile,0.134,0
01274bcb-a2fd-4680-b77a-0c5b26ebd1b4,595,595,0,0.0,1,0,0,338,338,1,0,0,0.0,10.0,0.5436,2024-01-29,2024-01-29,D_Subprime,0.0004,0
0128e416-551d-4f49-8783-c42ad0db75e0,701,701,0,0.0,1,0,0,143,143,1,0,1,0.0,8.0,0.5264,2024-08-11,2024-08-11,E_ThinFile,0.0014,0
012a69e7-3de1-4b84-91a3-f0f10a0b2f29,643,582,61,23.69,4,0,0,296,289,4,1,0,2.0,7.25,0.5769,2024-03-11,2024-03-18,C_NearPrime,0.1579,1
01319ac4-4db5-49f4-880f-d4597b2510af,621,571,50,18.85,4,0,0,303,294,4,1,1,1.0,12.5,0.5345,2024-03-04,2024-03-13,E_ThinFile,0.1475,1
0137da9c-380c-427c-8762-2286b07aff1c,691,694,-3,1.5,2,0,0,367,358,2,0,1,0.0,7.0,0.7219,2023-12-31,2024-01-09,E_ThinFile,0.0337,0
01489190-4ed5-49ff-abfb-c689652b903f,703,649,54,22.07,3,0,0,672,670,3,1,0,1.0,10.67,0.6018,2023-03-01,2023-03-03,B_PrimeActive,0.1175,0
0152d56c-aed4-4fa8-8beb-d1333a488e75,759,759,0,0.0,1,0,1,66,66,1,0,0,0.0,4.0,0.2645,2024-10-27,2024-10-27,A_PrimeStable,0.0346,0
01566445-1382-4627-8e0b-98ce46a18f32,600,600,0,0.0,1,0,0,326,326,1,0,0,0.0,12.0,0.7215,2024-02-10,2024-02-10,C_NearPrime,0.0004,0
015addee-1b29-4a9f-aa02-43561e4dc618,655,643,12,6.0,2,0,0,564,555,2,0,1,0.0,7.5,0.7434,2023-06-17,2023-06-26,E_ThinFile,0.0447,1
0170beb2-f0f1-4db3-87d8-35f6fbf5fd60,743,743,0,0.0,2,0,0,306,299,2,0,0,0.0,9.5,0.772,2024-03-01,2024-03-08,A_PrimeStable,0.0338,0
0172c45f-b892-46a1-8531-437f919820bb,611,626,-15,7.94,6,0,0,480,431,6,1,1,1.0,9.0,0.7672,2023-09-09,2023-10-28,E_ThinFile,0.1669,0
017324e7-d8cf-41de-9487-ec865e0c434d,726,728,-2,4.12,7,0,7,57,44,7,1,0,0.0,6.29,0.5614,2024-11-05,2024-11-18,B_PrimeActive,0.424,0
01736241-b3cb-4ff5-ad5d-fb659999d5e4,599,729,-130,52.05,7,0,0,668,596,7,1,0,0.0,11.71,0.6104,2023-03-05,2023-05-16,D_Subprime,0.2001,0
017459a2-c076-4123-a9f3-c1be2940363c,654,614,40,15.62,4,0,2,120,80,4,1,0,1.0,12.75,0.6559,2024-09-03,2024-10-13,C_NearPrime,0.2029,1
0174ce9c-e57e-4935-bbe8-f35367eb4fbe,652,652,0,0.0,1,0,0,555,555,1,0,1,0.0,6.0,0.4142,2023-06-26,2023-06-26,E_ThinFile,0.0001,0
0178ee0d-49b1-4478-82a3-ee639e95c073,679,673,6,6.16,3,0,0,289,285,3,1,1,0.0,8.0,0.5033,2024-03-18,2024-03-22,E_ThinFile,0.0728,0
017c11c6-e15c-4c4c-a3ed-e0e59985764d,727,746,-19,9.09,6,0,0,224,171,6,1,0,0.0,9.0,0.3922,2024-05-22,2024-07-14,B_PrimeActive,0.1678,0
018e7c63-68b0-426f-bb13-d25c26407120,734,680,54,22.23,3,0,0,154,135,3,1,0,0.0,9.67,0.4182,2024-07-31,2024-08-19,B_PrimeActive,0.1189,0
018f59aa-1299-4ec3-9837-f19a17fe867c,732,741,-9,4.5,2,0,0,158,157,2,0,0,0.0,5.0,0.6264,2024-07-27,2024-07-28,A_PrimeStable,0.0346,0
019aa375-2629-4aa0-bee4-8607c4ba38c4,617,606,11,5.5,2,0,0,651,636,2,0,1,0.0,5.0,0.819,2023-03-22,2023-04-06,E_ThinFile,0.0437,1
019e0e54-8cf4-42d9-902f-9d70cecfbb7d,657,647,10,6.6,3,0,0,354,327,3,1,0,0.0,4.0,0.6308,2024-01-13,2024-02-09,C_NearPrime,0.0765,1
01a14adf-c9a3-475e-ae78-9a5e967e3494,782,738,44,18.35,3,0,0,166,149,3,1,0,0.0,10.0,0.3619,2024-07-19,2024-08-05,A_PrimeStable,0.1094,0
01b7de73-9c0c-4897-9061-39e326b27e06,685,688,-3,2.24,5,0,0,630,595,5,1,1,0.0,10.4,0.5173,2023-04-12,2023-05-17,E_ThinFile,0.1334,0
01bc6b34-7e02-4610-8fbc-2bb5da0ee0cf,626,739,-113,39.66,5,0,0,454,410,5,1,0,0.0,6.4,0.0535,2023-10-05,2023-11-18,C_NearPrime,0.1336,0
01bcf84b-5a9a-4a2d-8cd1-8f465562717a,817,817,0,0.0,1,0,0,702,702,1,0,0,0.0,12.0,0.2472,2023-01-30,2023-01-30,A_PrimeStable,0.0,0
01bd734d-4e63-4b92-8b12-978688d981ab,600,567,33,13.93,3,0,0,173,165,3,1,1,0.0,5.0,0.9275,2024-07-12,2024-07-20,E_ThinFile,0.0989,1
01be0442-37ad-4dcd-bc8e-7b0716783ef3,703,703,0,0.0,1,0,0,362,362,1,0,0,0.0,14.0,0.3682,2024-01-05,2024-01-05,A_PrimeStable,0.0003,0
01c1c146-ba4f-437c-8829-ab372b15d3e7,736,731,5,2.5,2,0,0,435,416,2,0,0,0.0,5.0,0.4271,2023-10-24,2023-11-12,A_PrimeStable,0.0383,0
01c6e68d-8d6b-4ad6-9f2c-2f032ebfa939,710,694,16,8.0,2,0,0,665,659,2,0,1,0.0,2.0,0.6068,2023-03-08,2023-03-14,E_ThinFile,0.0484,1
01cd2f47-8130-45b4-8214-fd9f48cca1b7,700,693,7,2.87,3,0,0,330,287,3,1,1,0.0,8.67,0.5987,2024-02-06,2024-03-20,E_ThinFile,0.0738,0
01d2d8ad-f68c-44f9-aee1-8fd6e9b5503f,900,845,55,23.43,7,0,0,689,670,7,1,0,0.0,7.29,0.5335,2023-02-12,2023-03-03,A_PrimeStable,0.2518,0
01d34731-19bb-4ea5-a547-22f389a9db68,600,574,26,9.73,4,0,0,158,153,4,1,0,0.0,10.75,1.0543,2024-07-27,2024-08-01,C_NearPrime,0.1257,1
01d82bb1-1051-4e7f-b44a-3515166faed2,536,543,-7,3.5,2,0,0,349,348,2,0,0,0.0,6.5,0.6939,2024-01-18,2024-01-19,D_Subprime,0.0337,0
01d8cc83-bfd8-4025-8f8b-d7dcf2fc2b35,708,739,-31,13.14,3,0,0,588,574,3,1,0,0.0,6.33,0.5541,2023-05-24,2023-06-07,B_PrimeActive,0.0668,0
01d92e6a-59c2-4be2-8ef8-cfaf13059ea0,512,541,-29,11.95,3,0,0,646,637,3,1,0,1.0,7.33,0.7978,2023-03-27,2023-04-05,D_Subprime,0.0667,0
01d93cc7-1b71-4007-a138-dd01bbde3b8b,672,657,15,7.5,2,0,0,678,676,2,0,0,0.0,12.5,0.4352,2023-02-23,2023-02-25,C_NearPrime,0.0475,1
01da52a7-c9b4-4793-ae14-d834b609ad49,711,688,23,7.49,8,0,0,644,609,8,1,1,0.0,8.75,0.4919,2023-03-29,2023-05-03,E_ThinFile,0.2217,1
01dec7ba-a069-48cf-872b-85fd82203b2d,746,658,88,37.54,5,0,0,402,370,5,1,0,0.0,10.0,0.3966,2023-11-26,2023-12-28,B_PrimeActive,0.2164,0
01e18ca5-db3e-42be-980d-b9aeffe19fd5,698,700,-2,1.0,2,0,0,357,303,2,0,1,0.0,13.0,0.6624,2024-01-10,2024-03-04,E_ThinFile,0.0338,0
01e205b0-8b3a-4680-bc8e-8cbb3d0a559d,733,695,38,19.0,2,0,0,254,236,2,0,1,0.0,8.0,0.6651,2024-04-22,2024-05-10,E_ThinFile,0.0698,1
01e29aab-4e8d-4036-b399-412bb89bcb9c,757,751,6,3.0,2,0,0,193,192,2,0,0,0.0,2.5,0.3505,2024-06-22,2024-06-23,A_PrimeStable,0.0399,0
01e35d9d-76ff-41be-b1b4-bd366be7d70f,678,677,1,0.5,2,0,0,276,272,2,0,0,0.0,9.0,0.5374,2024-03-31,2024-04-04,C_NearPrime,0.0348,0
01ee13f8-460f-4b9a-99a7-13b6d39a3784,883,883,0,0.0,1,0,0,332,332,1,0,0,0.0,12.0,0.441,2024-02-04,2024-02-04,A_PrimeStable,0.0004,0
01ee7ddc-83d7-490b-b5b7-94c477b8e95e,584,584,0,0.0,1,0,0,102,102,1,0,1,1.0,9.0,0.8382,2024-09-21,2024-09-21,E_ThinFile,0.0021,0
01f555a1-3104-4b31-bd62-44813a10c355,862,852,10,5.0,2,0,0,674,666,2,0,0,0.0,7.0,0.2959,2023-02-27,2023-03-07,A_PrimeStable,0.0428,0
01f56e90-1440-4c32-9e2d-3241ecbc4435,655,633,22,10.87,3,0,0,482,469,3,1,1,0.0,7.67,0.6019,2023-09-07,2023-09-20,E_ThinFile,0.0875,1
01fc31ff-b9db-4d30-ae41-21de1aa13845,856,626,230,76.83,8,0,0,616,565,8,1,0,1.0,8.0,0.7052,2023-04-26,2023-06-16,A_PrimeStable,0.4164,0
02099d52-7614-4b30-b5b4-cc01509da0b5,677,629,48,17.47,5,0,0,663,654,5,1,0,0.0,7.8,0.6714,2023-03-10,2023-03-19,C_NearPrime,0.1785,1
020a37d2-b3c9-4347-b07c-c0302ca1135e,737,737,0,0.0,1,0,0,134,134,1,0,0,0.0,1.0,0.7161,2024-08-20,2024-08-20,A_PrimeStable,0.0015,0
020b0898-779d-4ed4-ace3-5f618ec10703,700,663,37,16.39,3,0,0,180,160,3,1,0,0.0,5.0,0.3872,2024-07-05,2024-07-25,B_PrimeActive,0.1027,0
020f0990-60d0-45b4-b8e7-68ff2ef3dc5c,654,653,1,0.5,2,0,0,604,597,2,0,0,0.0,12.5,0.4862,2023-05-08,2023-05-15,C_NearPrime,0.0344,0
02198e84-80cc-4a0f-9a33-c2406fb03008,603,603,0,0.0,1,0,0,267,267,1,0,1,1.0,15.0,0.6525,2024-04-09,2024-04-09,E_ThinFile,0.0006,0
02265335-72ab-4b9c-be63-1aca20bcb42d,663,643,20,7.81,4,0,0,665,641,4,1,0,0.0,7.0,0.607,2023-03-08,2023-04-01,C_NearPrime,0.1189,1
022c71cf-55ee-4ca9-bfc2-e46d68ccf77e,607,607,0,0.0,1,0,0,137,137,1,0,0,0.0,13.0,0.7304,2024-08-17,2024-08-17,C_NearPrime,0.0015,0
02357403-3ca1-4de8-9e07-837924200e1c,480,484,-4,2.0,2,0,0,675,610,2,0,0,0.0,9.5,0.786,2023-02-26,2023-05-02,D_Subprime,0.0334,0
0236378b-22dc-4e5b-bbcd-e2483958bc7b,675,675,0,0.0,1,0,0,267,267,1,0,0,0.0,13.0,0.5281,2024-04-09,2024-04-09,C_NearPrime,0.0006,0
02375d2d-54e3-4c3e-b373-7d3c9d8da6b1,602,557,45,20.35,4,0,0,425,352,4,1,1,1.0,6.0,0.5298,2023-11-03,2024-01-15,E_ThinFile,0.1427,1
023b5b95-c62e-4827-bd78-ac40b5e92456,618,625,-7,3.5,2,0,0,464,447,2,0,0,1.0,14.5,0.5395,2023-09-25,2023-10-12,C_NearPrime,0.0336,0
023c618e-32fe-4d72-bd25-208515b40298,727,727,0,0.0,1,0,0,428,428,1,0,0,0.0,4.0,0.3358,2023-10-31,2023-10-31,A_PrimeStable,0.0002,0
023fd312-f54d-4062-a800-4c74b6bf5709,659,620,39,15.4,5,0,0,406,381,5,1,0,1.0,8.0,0.6191,2023-11-22,2023-12-17,C_NearPrime,0.1703,1
024302b4-e319-459e-8f4b-6d3532d03a28,731,731,0,0.0,1,0,1,70,70,1,0,0,0.0,2.0,0.768,2024-10-23,2024-10-23,A_PrimeStable,0.0344,0
0243046a-739c-4f81-85f9-839cd89fba73,550,523,27,13.5,2,0,0,598,591,2,0,0,1.0,4.0,0.7096,2023-05-14,2023-05-21,D_Subprime,0.0588,0
0246ae9b-9c6d-47ab-864f-34d2ba281702,642,642,0,0.0,1,0,0,518,518,1,0,0,0.0,11.0,0.7738,2023-08-02,2023-08-02,C_NearPrime,0.0001,0
024db93e-e0ce-45fc-bbcb-310d24a0f003,720,710,10,5.0,2,0,0,369,358,2,0,1,0.0,5.5,0.652,2023-12-29,2024-01-09,E_ThinFile,0.0431,0
02517a4e-efe3-4eb1-bcf6-4d5fb2c3925c,681,681,0,0.0,2,0,0,375,360,2,0,1,0.0,9.5,0.4597,2023-12-23,2024-01-07,E_ThinFile,0.0337,0
025758f2-6843-4178-9540-524010c2c0af,589,584,5,2.5,2,0,0,273,248,2,0,0,0.0,11.0,0.5549,2024-04-03,2024-04-28,D_Subprime,0.0387,0
025a64cc-970f-4048-a0ce-2288fcb41d71,652,660,-8,4.0,2,0,0,294,271,2,0,0,0.0,10.5,0.6421,2024-03-13,2024-04-05,C_NearPrime,0.0339,0
